ICD-10 code,Description,Body system,Progressive,code heading
H34.822,Venous engorgement; left eye,ophthalmological,no,H34
H34.823,Venous engorgement; bilateral,ophthalmological,no,H34
H34.829,Venous engorgement; unspecified eye,ophthalmological,no,H34
H34.8310,Tributary (branch) retinal vein occlusion; right eye,ophthalmological,no,H34
H34.8311,Tributary (branch) retinal vein occlusion; right eye,ophthalmological,no,H34
H34.8312,Tributary (branch) retinal vein occlusion; right eye,ophthalmological,no,H34
H34.8320,Tributary (branch) retinal vein occlusion; left eye,ophthalmological,no,H34
H34.8321,Tributary (branch) retinal vein occlusion; left eye,ophthalmological,no,H34
H34.8322,Tributary (branch) retinal vein occlusion; left eye,ophthalmological,no,H34
H34.8330,Tributary (branch) retinal vein occlusion; bilateral,ophthalmological,no,H34
H34.8331,Tributary (branch) retinal vein occlusion; bilateral,ophthalmological,no,H34
H34.8332,Tributary (branch) retinal vein occlusion; bilateral,ophthalmological,no,H34
H34.8390,Tributary (branch) retinal vein occlusion; unspecified eye,ophthalmological,no,H34
H34.8391,Tributary (branch) retinal vein occlusion; unspecified eye,ophthalmological,no,H34
H34.8392,Tributary (branch) retinal vein occlusion; unspecified eye,ophthalmological,no,H34
H34.9,Unspecified retinal vascular occlusion,ophthalmological,no,H34
H35.00,Unspecified background retinopathy,ophthalmological,no,H350
H35.011,Changes in retinal vascular appearance; right eye,ophthalmological,no,H350
H35.012,Changes in retinal vascular appearance; left eye,ophthalmological,no,H350
H35.013,Changes in retinal vascular appearance; bilateral,ophthalmological,no,H350
H35.019,Changes in retinal vascular appearance; unspecified eye,ophthalmological,no,H350
H35.021,Exudative retinopathy; right eye,ophthalmological,no,H350
H35.022,Exudative retinopathy; left eye,ophthalmological,no,H350
H35.023,Exudative retinopathy; bilateral,ophthalmological,no,H350
H35.029,Exudative retinopathy; unspecified eye,ophthalmological,no,H350
H35.031,Hypertensive retinopathy; right eye,ophthalmological,no,H350
H35.032,Hypertensive retinopathy; left eye,ophthalmological,no,H350
H35.033,Hypertensive retinopathy; bilateral,ophthalmological,no,H350
H35.039,Hypertensive retinopathy; unspecified eye,ophthalmological,no,H350
H35.041,Retinal micro-aneurysms; unspecified; right eye,ophthalmological,no,H350
H35.042,Retinal micro-aneurysms; unspecified; left eye,ophthalmological,no,H350
H35.043,Retinal micro-aneurysms; unspecified; bilateral,ophthalmological,no,H350
H35.049,Retinal micro-aneurysms; unspecified; unspecified eye,ophthalmological,no,H350
H35.051,Retinal neovascularization; unspecified; right eye,ophthalmological,no,H350
H35.052,Retinal neovascularization; unspecified; left eye,ophthalmological,no,H350
H35.053,Retinal neovascularization; unspecified; bilateral,ophthalmological,no,H350
H35.059,Retinal neovascularization; unspecified; unspecified eye,ophthalmological,no,H350
H35.061,Retinal vasculitis; right eye,ophthalmological,no,H350
H35.062,Retinal vasculitis; left eye,ophthalmological,no,H350
H35.063,Retinal vasculitis; bilateral,ophthalmological,no,H350
H35.069,Retinal vasculitis; unspecified eye,ophthalmological,no,H350
H35.071,Retinal telangiectasis; right eye,ophthalmological,no,H350
H35.072,Retinal telangiectasis; left eye,ophthalmological,no,H350
H35.073,Retinal telangiectasis; bilateral,ophthalmological,no,H350
H35.079,Retinal telangiectasis; unspecified eye,ophthalmological,no,H350
H35.09,Other intraretinal microvascular abnormalities,ophthalmological,no,H350
H35.151,Retinopathy of prematurity; stage 4; right eye,ophthalmological,no,H3515
H35.152,Retinopathy of prematurity; stage 4; left eye,ophthalmological,no,H3515
H35.153,Retinopathy of prematurity; stage 4; bilateral,ophthalmological,no,H3515
H35.159,Retinopathy of prematurity; stage 4; unspecified eye,ophthalmological,no,H3515
H35.161,Retinopathy of prematurity; stage 5; right eye,ophthalmological,no,H3516
H35.162,Retinopathy of prematurity; stage 5; left eye,ophthalmological,no,H3516
H35.163,Retinopathy of prematurity; stage 5; bilateral,ophthalmological,no,H3516
H35.169,Retinopathy of prematurity; stage 5; unspecified eye,ophthalmological,no,H3516
H35.171,Retrolental fibroplasia; right eye,ophthalmological,no,H3517
H35.172,Retrolental fibroplasia; left eye,ophthalmological,no,H3517
H35.173,Retrolental fibroplasia; bilateral,ophthalmological,no,H3517
H35.179,Retrolental fibroplasia; unspecified eye,ophthalmological,no,H3517
H35.20,Other non-diabetic proliferative retinopathy; unspecified eye,ophthalmological,no,H352
H35.21,Other non-diabetic proliferative retinopathy; right eye,ophthalmological,no,H352
H35.22,Other non-diabetic proliferative retinopathy; left eye,ophthalmological,no,H352
H35.23,Other non-diabetic proliferative retinopathy; bilateral,ophthalmological,no,H352
H35.30,Unspecified macular degeneration,ophthalmological,no,H3530
H35.33,Angioid streaks of macula,ophthalmological,no,H3533
H35.341,Macular cyst; hole; or pseudohole; right eye,ophthalmological,no,H3534
H35.342,Macular cyst; hole; or pseudohole; left eye,ophthalmological,no,H3534
H35.343,Macular cyst; hole; or pseudohole; bilateral,ophthalmological,no,H3534
H35.349,Macular cyst; hole; or pseudohole; unspecified eye,ophthalmological,no,H3534
H35.351,Cystoid macular degeneration; right eye,ophthalmological,no,H3535
H35.352,Cystoid macular degeneration; left eye,ophthalmological,no,H3535
H35.353,Cystoid macular degeneration; bilateral,ophthalmological,no,H3535
H35.359,Cystoid macular degeneration; unspecified eye,ophthalmological,no,H3535
H35.361,Drusen (degenerative) of macula; right eye,ophthalmological,no,H3536
H35.362,Drusen (degenerative) of macula; left eye,ophthalmological,no,H3536
H35.363,Drusen (degenerative) of macula; bilateral,ophthalmological,no,H3536
H35.369,Drusen (degenerative) of macula; unspecified eye,ophthalmological,no,H3536
H35.371,Puckering of macula; right eye,ophthalmological,no,H3537
H35.372,Puckering of macula; left eye,ophthalmological,no,H3537
H35.373,Puckering of macula; bilateral,ophthalmological,no,H3537
H35.379,Puckering of macula; unspecified eye,ophthalmological,no,H3537
H35.381,Toxic maculopathy; right eye,ophthalmological,no,H3538
H35.382,Toxic maculopathy; left eye,ophthalmological,no,H3538
H35.383,Toxic maculopathy; bilateral,ophthalmological,no,H3538
H35.389,Toxic maculopathy; unspecified eye,ophthalmological,no,H3538
H35.40,Unspecified peripheral retinal degeneration,ophthalmological,no,H3540
H35.411,Lattice degeneration of retina; right eye,ophthalmological,no,H3541
H35.412,Lattice degeneration of retina; left eye,ophthalmological,no,H3541
H35.413,Lattice degeneration of retina; bilateral,ophthalmological,no,H3541
H35.419,Lattice degeneration of retina; unspecified eye,ophthalmological,no,H3541
H35.421,Microcystoid degeneration of retina; right eye,ophthalmological,no,H3542
H35.422,Microcystoid degeneration of retina; left eye,ophthalmological,no,H3542
H35.423,Microcystoid degeneration of retina; bilateral,ophthalmological,no,H3542
H35.429,Microcystoid degeneration of retina; unspecified eye,ophthalmological,no,H3542
H35.431,Paving stone degeneration of retina; right eye,ophthalmological,no,H3543
H35.432,Paving stone degeneration of retina; left eye,ophthalmological,no,H3543
H35.433,Paving stone degeneration of retina; bilateral,ophthalmological,no,H3543
H35.439,Paving stone degeneration of retina; unspecified eye,ophthalmological,no,H3543
H35.451,Secondary pigmentary degeneration; right eye,ophthalmological,no,H3545
H35.452,Secondary pigmentary degeneration; left eye,ophthalmological,no,H3545
H35.453,Secondary pigmentary degeneration; bilateral,ophthalmological,no,H3545
H35.459,Secondary pigmentary degeneration; unspecified eye,ophthalmological,no,H3545
H35.461,Secondary vitreoretinal degeneration; right eye,ophthalmological,no,H3546
H35.462,Secondary vitreoretinal degeneration; left eye,ophthalmological,no,H3546
H35.463,Secondary vitreoretinal degeneration; bilateral,ophthalmological,no,H3546
H35.469,Secondary vitreoretinal degeneration; unspecified eye,ophthalmological,no,H3546
H35.50,Unspecified hereditary retinal dystrophy,ophthalmological,no,H355
H35.51,Vitreoretinal dystrophy,ophthalmological,no,H355
H35.52,Pigmentary retinal dystrophy,ophthalmological,no,H355
H35.53,Other dystrophies primarily involving the sensory retina,ophthalmological,no,H355
H35.54,Dystrophies primarily involving the retinal pigment epithelium,ophthalmological,no,H355
H35.70,Unspecified separation of retinal layers,ophthalmological,no,H357
H35.711,Central serous chorioretinopathy; right eye,ophthalmological,no,H357
H35.712,Central serous chorioretinopathy; left eye,ophthalmological,no,H357
H35.713,Central serous chorioretinopathy; bilateral,ophthalmological,no,H357
H35.719,Central serous chorioretinopathy; unspecified eye,ophthalmological,no,H357
H35.721,Serous detachment of retinal pigment epithelium; right eye,ophthalmological,no,H357
H35.722,Serous detachment of retinal pigment epithelium; left eye,ophthalmological,no,H357
H35.723,Serous detachment of retinal pigment epithelium; bilateral,ophthalmological,no,H357
H35.729,Serous detachment of retinal pigment epithelium; unspecified eye,ophthalmological,no,H357
H35.731,Hemorrhagic detachment of retinal pigment epithelium; right eye,ophthalmological,no,H357
H35.732,Hemorrhagic detachment of retinal pigment epithelium; left eye,ophthalmological,no,H357
H35.733,Hemorrhagic detachment of retinal pigment epithelium; bilateral,ophthalmological,no,H357
H35.739,Hemorrhagic detachment of retinal pigment epithelium; unspecified eye,ophthalmological,no,H357
H35.89,Other specified retinal disorders,ophthalmological,no,H3589
H36,Retinal disorders in diseases classified elsewhere,ophthalmological,no,H36
H40.10X0,Unspecified open-angle glaucoma; stage unspecified,ophthalmological,no,H401
H40.10X1,Unspecified open-angle glaucoma; mild stage,ophthalmological,no,H401
H40.10X2,Unspecified open-angle glaucoma; moderate stage,ophthalmological,no,H401
H40.10X3,Unspecified open-angle glaucoma; severe stage,ophthalmological,no,H401
H40.10X4,Unspecified open-angle glaucoma; indeterminate stage,ophthalmological,no,H401
H40.1110,Primary open-angle glaucoma; right eye; stage unspecified,ophthalmological,no,H401
H40.1111,Primary open-angle glaucoma; right eye; mild stage,ophthalmological,no,H401
H40.1112,Primary open-angle glaucoma; right eye; moderate stage,ophthalmological,no,H401
H40.1113,Primary open-angle glaucoma; right eye; severe stage,ophthalmological,no,H401
H40.1114,Primary open-angle glaucoma; right eye; indeterminate stage,ophthalmological,no,H401
H40.1120,Primary open-angle glaucoma; left eye; stage unspecified,ophthalmological,no,H401
H40.1121,Primary open-angle glaucoma; left eye; mild stage,ophthalmological,no,H401
H40.1122,Primary open-angle glaucoma; left eye; moderate stage,ophthalmological,no,H401
H40.1123,Primary open-angle glaucoma; left eye; severe stage,ophthalmological,no,H401
H40.1124,Primary open-angle glaucoma; left eye; indeterminate stage,ophthalmological,no,H401
H40.1130,Primary open-angle glaucoma; bilateral; stage unspecified,ophthalmological,no,H401
H40.1131,Primary open-angle glaucoma; bilateral; mild stage,ophthalmological,no,H401
H40.1132,Primary open-angle glaucoma; bilateral; moderate stage,ophthalmological,no,H401
H40.1133,Primary open-angle glaucoma; bilateral; severe stage,ophthalmological,no,H401
H40.1134,Primary open-angle glaucoma; bilateral; indeterminate stage,ophthalmological,no,H401
H40.1190,Primary open-angle glaucoma; unspecified eye; stage unspecified,ophthalmological,no,H401
H40.1191,Primary open-angle glaucoma; unspecified eye mild stage,ophthalmological,no,H401
H40.1192,Primary open-angle glaucoma; unspecified eye moderate stage,ophthalmological,no,H401
H40.1193,Primary open-angle glaucoma; unspecified eye severe stage,ophthalmological,no,H401
H40.1194,Primary open-angle glaucoma; unspecified eye indeterminate stage,ophthalmological,no,H401
H40.1210,Low-tension glaucoma; right eye; stage unspecified,ophthalmological,no,H401
H40.1211,Low-tension glaucoma; right eye; mild stage,ophthalmological,no,H401
H40.1212,Low-tension glaucoma; right eye; moderate stage,ophthalmological,no,H401
H40.1213,Low-tension glaucoma; right eye; severe stage,ophthalmological,no,H401
H40.1214,Low-tension glaucoma; right eye; indeterminate stage,ophthalmological,no,H401
H40.1220,Low-tension glaucoma; left eye; stage unspecified,ophthalmological,no,H401
H40.1221,Low-tension glaucoma; left eye; mild stage,ophthalmological,no,H401
H40.1222,Low-tension glaucoma; left eye; moderate stage,ophthalmological,no,H401
H40.1223,Low-tension glaucoma; left eye; severe stage,ophthalmological,no,H401
H40.1224,Low-tension glaucoma; left eye; indeterminate stage,ophthalmological,no,H401
H40.1230,Low-tension glaucoma; bilateral; stage unspecified,ophthalmological,no,H401
H40.1231,Low-tension glaucoma; bilateral; mild stage,ophthalmological,no,H401
H40.1232,Low-tension glaucoma; bilateral; moderate stage,ophthalmological,no,H401
H40.1233,Low-tension glaucoma; bilateral; severe stage,ophthalmological,no,H401
H40.1234,Low-tension glaucoma; bilateral; indeterminate stage,ophthalmological,no,H401
H40.1290,Low-tension glaucoma; unspecified eye; stage unspecified,ophthalmological,no,H401
H40.1291,Low-tension glaucoma; unspecified eye; mild stage,ophthalmological,no,H401
H40.1292,Low-tension glaucoma; unspecified eye; moderate stage,ophthalmological,no,H401
H40.1293,Low-tension glaucoma; unspecified eye; severe stage,ophthalmological,no,H401
H40.1294,Low-tension glaucoma; unspecified eye; indeterminate stage,ophthalmological,no,H401
H40.1310,Pigmentary glaucoma; right eye; stage unspecified,ophthalmological,no,H401
H40.1311,Pigmentary glaucoma; right eye; mild stage,ophthalmological,no,H401
H40.1312,Pigmentary glaucoma; right eye; moderate stage,ophthalmological,no,H401
H40.1313,Pigmentary glaucoma; right eye; severe stage,ophthalmological,no,H401
H40.1314,Pigmentary glaucoma; right eye; indeterminate stage,ophthalmological,no,H401
H40.1320,Pigmentary glaucoma; left eye; stage unspecified,ophthalmological,no,H401
H40.1321,Pigmentary glaucoma; left eye; mild stage,ophthalmological,no,H401
H40.1322,Pigmentary glaucoma; left eye; moderate stage,ophthalmological,no,H401
H40.1323,Pigmentary glaucoma; left eye; severe stage,ophthalmological,no,H401
H40.1324,Pigmentary glaucoma; left eye; indeterminate stage,ophthalmological,no,H401
H40.1330,Pigmentary glaucoma; bilateral; stage unspecified,ophthalmological,no,H401
H40.1331,Pigmentary glaucoma; bilateral; mild stage,ophthalmological,no,H401
H40.1332,Pigmentary glaucoma; bilateral; moderate stage,ophthalmological,no,H401
H40.1333,Pigmentary glaucoma; bilateral; severe stage,ophthalmological,no,H401
H40.1334,Pigmentary glaucoma; bilateral; indeterminate stage,ophthalmological,no,H401
H40.1390,Pigmentary glaucoma; unspecified eye; stage unspecified,ophthalmological,no,H401
H40.1391,Pigmentary glaucoma; unspecified eye; mild stage,ophthalmological,no,H401
H40.1392,Pigmentary glaucoma; unspecified eye; moderate stage,ophthalmological,no,H401
H40.1393,Pigmentary glaucoma; unspecified eye; severe stage,ophthalmological,no,H401
H40.1394,Pigmentary glaucoma; unspecified eye; indeterminate stage,ophthalmological,no,H401
H40.1410,Capsular glaucoma with pseudoexfoliation of lens; right eye; stage unspecified,ophthalmological,no,H401
H40.1411,Capsular glaucoma with pseudoexfoliation of lens; right eye; mild stage,ophthalmological,no,H401
H40.1412,Capsular glaucoma with pseudoexfoliation of lens; right eye; moderate stage,ophthalmological,no,H401
H40.1413,Capsular glaucoma with pseudoexfoliation of lens; right eye; severe stage,ophthalmological,no,H401
H40.1414,Capsular glaucoma with pseudoexfoliation of lens; right eye; indeterminate stage,ophthalmological,no,H401
H40.1420,Capsular glaucoma with pseudoexfoliation of lens; left eye; stage unspecified,ophthalmological,no,H401
H40.1421,Capsular glaucoma with pseudoexfoliation of lens; left eye; mild stage,ophthalmological,no,H401
H40.1422,Capsular glaucoma with pseudoexfoliation of lens; left eye; moderate stage,ophthalmological,no,H401
H40.1423,Capsular glaucoma with pseudoexfoliation of lens; left eye; severe stage,ophthalmological,no,H401
H40.1424,Capsular glaucoma with pseudoexfoliation of lens; left eye; indeterminate stage,ophthalmological,no,H401
H40.1430,Capsular glaucoma with pseudoexfoliation of lens; bilateral; stage unspecified,ophthalmological,no,H401
H40.1431,Capsular glaucoma with pseudoexfoliation of lens; bilateral; mild stage,ophthalmological,no,H401
H40.1432,Capsular glaucoma with pseudoexfoliation of lens; bilateral; moderate stage,ophthalmological,no,H401
H40.1433,Capsular glaucoma with pseudoexfoliation of lens; bilateral; severe stage,ophthalmological,no,H401
H40.1434,Capsular glaucoma with pseudoexfoliation of lens; bilateral; indeterminate stage,ophthalmological,no,H401
H40.1490,Capsular glaucoma with pseudoexfoliation of lens; unspecified eye; stage unspecified,ophthalmological,no,H401
H40.1491,Capsular glaucoma with pseudoexfoliation of lens; unspecified eye; mild stage,ophthalmological,no,H401
H40.1492,Capsular glaucoma with pseudoexfoliation of lens; unspecified eye; moderate stage,ophthalmological,no,H401
H40.1493,Capsular glaucoma with pseudoexfoliation of lens; unspecified eye; severe stage,ophthalmological,no,H401
H40.1494,Capsular glaucoma with pseudoexfoliation of lens; unspecified eye; indeterminate stage,ophthalmological,no,H401
H40.151,Residual stage of open-angle glaucoma; right eye,ophthalmological,no,H401
H40.152,Residual stage of open-angle glaucoma; left eye,ophthalmological,no,H401
H40.153,Residual stage of open-angle glaucoma; bilateral,ophthalmological,no,H401
H40.159,Residual stage of open-angle glaucoma; unspecified eye,ophthalmological,no,H401
H40.20X0,Unspecified primary angle-closure glaucoma; stage unspecified,ophthalmological,no,H402
H40.20X1,Unspecified primary angle-closure glaucoma; mild stage,ophthalmological,no,H402
H40.20X2,Unspecified primary angle-closure glaucoma; moderate stage,ophthalmological,no,H402
H40.20X3,Unspecified primary angle-closure glaucoma; severe stage,ophthalmological,no,H402
H40.20X4,Unspecified primary angle-closure glaucoma; indeterminate stage,ophthalmological,no,H402
H40.211,Acute angle-closure glaucoma; right eye,ophthalmological,no,H402
H40.212,Acute angle-closure glaucoma; left eye,ophthalmological,no,H402
H40.213,Acute angle-closure glaucoma; bilateral,ophthalmological,no,H402
H40.219,Acute angle-closure glaucoma; unspecified eye,ophthalmological,no,H402
H40.2210,Chronic angle-closure glaucoma; right eye; stage unspecified,ophthalmological,no,H402
H40.2211,Chronic angle-closure glaucoma; right eye; mild stage,ophthalmological,no,H402
H40.2212,Chronic angle-closure glaucoma; right eye; moderate stage,ophthalmological,no,H402
H40.2213,Chronic angle-closure glaucoma; right eye; severe stage,ophthalmological,no,H402
H40.2214,Chronic angle-closure glaucoma; right eye; indeterminate stage,ophthalmological,no,H402
H40.2220,Chronic angle-closure glaucoma; left eye; stage unspecified,ophthalmological,no,H402
H40.2221,Chronic angle-closure glaucoma; left eye; mild stage,ophthalmological,no,H402
H40.2222,Chronic angle-closure glaucoma; left eye; moderate stage,ophthalmological,no,H402
H40.2223,Chronic angle-closure glaucoma; left eye; severe stage,ophthalmological,no,H402
H40.2224,Chronic angle-closure glaucoma; left eye; indeterminate stage,ophthalmological,no,H402
H40.2230,Chronic angle-closure glaucoma; bilateral; stage unspecified,ophthalmological,no,H402
H40.2231,Chronic angle-closure glaucoma; bilateral; mild stage,ophthalmological,no,H402
H40.2232,Chronic angle-closure glaucoma; bilateral; moderate stage,ophthalmological,no,H402
H40.2233,Chronic angle-closure glaucoma; bilateral; severe stage,ophthalmological,no,H402
H40.2234,Chronic angle-closure glaucoma; bilateral; indeterminate stage,ophthalmological,no,H402
H40.2290,Chronic angle-closure glaucoma; unspecified eye; stage unspecified,ophthalmological,no,H402
H40.2291,Chronic angle-closure glaucoma; unspecified eye; mild stage,ophthalmological,no,H402
H40.2292,Chronic angle-closure glaucoma; unspecified eye; moderate stage,ophthalmological,no,H402
H40.2293,Chronic angle-closure glaucoma; unspecified eye; severe stage,ophthalmological,no,H402
H40.2294,Chronic angle-closure glaucoma; unspecified eye; indeterminate stage,ophthalmological,no,H402
H40.231,Intermittent angle-closure glaucoma; right eye,ophthalmological,no,H402
H40.232,Intermittent angle-closure glaucoma; left eye,ophthalmological,no,H402
H40.233,Intermittent angle-closure glaucoma; bilateral,ophthalmological,no,H402
H40.239,Intermittent angle-closure glaucoma; unspecified eye,ophthalmological,no,H402
H40.241,Residual stage of angle-closure glaucoma; right eye,ophthalmological,no,H402
H40.242,Residual stage of angle-closure glaucoma; left eye,ophthalmological,no,H402
H40.243,Residual stage of angle-closure glaucoma; bilateral,ophthalmological,no,H402
H40.249,Residual stage of angle-closure glaucoma; unspecified eye,ophthalmological,no,H402
H40.30X0,Glaucoma secondary to eye trauma; unspecified eye; stage unspecified,ophthalmological,no,H403
H40.30X1,Glaucoma secondary to eye trauma; unspecified eye; mild stage,ophthalmological,no,H403
H40.30X2,Glaucoma secondary to eye trauma; unspecified eye; moderate stage,ophthalmological,no,H403
H40.30X3,Glaucoma secondary to eye trauma; unspecified eye; severe stage,ophthalmological,no,H403
H40.30X4,Glaucoma secondary to eye trauma; unspecified eye; indeterminate stage,ophthalmological,no,H403
H40.31X0,Glaucoma secondary to eye trauma; right eye; stage unspecified,ophthalmological,no,H403
H40.31X1,Glaucoma secondary to eye trauma; right eye; mild stage,ophthalmological,no,H403
H40.31X2,Glaucoma secondary to eye trauma; right eye; moderate stage,ophthalmological,no,H403
H40.31X3,Glaucoma secondary to eye trauma; right eye; severe stage,ophthalmological,no,H403
H40.31X4,Glaucoma secondary to eye trauma; right eye; indeterminate stage,ophthalmological,no,H403
H40.32X0,Glaucoma secondary to eye trauma; left eye; stage unspecified,ophthalmological,no,H403
H40.32X1,Glaucoma secondary to eye trauma; left eye; mild stage,ophthalmological,no,H403
H40.32X2,Glaucoma secondary to eye trauma; left eye; moderate stage,ophthalmological,no,H403
H40.32X3,Glaucoma secondary to eye trauma; left eye; severe stage,ophthalmological,no,H403
H40.32X4,Glaucoma secondary to eye trauma; left eye; indeterminate stage,ophthalmological,no,H403
H40.33X0,Glaucoma secondary to eye trauma; bilateral; stage unspecified,ophthalmological,no,H403
H40.33X1,Glaucoma secondary to eye trauma; bilateral; mild stage,ophthalmological,no,H403
H40.33X2,Glaucoma secondary to eye trauma; bilateral; moderate stage,ophthalmological,no,H403
H40.33X3,Glaucoma secondary to eye trauma; bilateral; severe stage,ophthalmological,no,H403
H40.33X4,Glaucoma secondary to eye trauma; bilateral; indeterminate stage,ophthalmological,no,H403
H40.40X0,Glaucoma secondary to eye inflammation; unspecified eye; stage unspecified,ophthalmological,no,H404
H40.40X1,Glaucoma secondary to eye inflammation; unspecified eye; mild stage,ophthalmological,no,H404
H40.40X2,Glaucoma secondary to eye inflammation; unspecified eye; moderate stage,ophthalmological,no,H404
H40.40X3,Glaucoma secondary to eye inflammation; unspecified eye; severe stage,ophthalmological,no,H404
H40.40X4,Glaucoma secondary to eye inflammation; unspecified eye; indeterminate stage,ophthalmological,no,H404
H40.41X0,Glaucoma secondary to eye inflammation; right eye; stage unspecified,ophthalmological,no,H404
H40.41X1,Glaucoma secondary to eye inflammation; right eye; mild stage,ophthalmological,no,H404
H40.41X2,Glaucoma secondary to eye inflammation; right eye; moderate stage,ophthalmological,no,H404
H40.41X3,Glaucoma secondary to eye inflammation; right eye; severe stage,ophthalmological,no,H404
H40.41X4,Glaucoma secondary to eye inflammation; right eye; indeterminate stage,ophthalmological,no,H404
H40.42X0,Glaucoma secondary to eye inflammation; left eye; stage unspecified,ophthalmological,no,H404
H40.42X1,Glaucoma secondary to eye inflammation; left eye; mild stage,ophthalmological,no,H404
H40.42X2,Glaucoma secondary to eye inflammation; left eye; moderate stage,ophthalmological,no,H404
H40.42X3,Glaucoma secondary to eye inflammation; left eye; severe stage,ophthalmological,no,H404
H40.42X4,Glaucoma secondary to eye inflammation; left eye; indeterminate stage,ophthalmological,no,H404
H40.43X0,Glaucoma secondary to eye inflammation; bilateral; stage unspecified,ophthalmological,no,H404
H40.43X1,Glaucoma secondary to eye inflammation; bilateral; mild stage,ophthalmological,no,H404
H40.43X2,Glaucoma secondary to eye inflammation; bilateral; moderate stage,ophthalmological,no,H404
H40.43X3,Glaucoma secondary to eye inflammation; bilateral; severe stage,ophthalmological,no,H404
H40.43X4,Glaucoma secondary to eye inflammation; bilateral; indeterminate stage,ophthalmological,no,H404
H40.50X0,Glaucoma secondary to other eye disorders; unspecified eye; stage unspecified,ophthalmological,no,H405
H40.50X1,Glaucoma secondary to other eye disorders; unspecified eye; mild stage,ophthalmological,no,H405
H40.50X2,Glaucoma secondary to other eye disorders; unspecified eye; moderate stage,ophthalmological,no,H405
H40.50X3,Glaucoma secondary to other eye disorders; unspecified eye; severe stage,ophthalmological,no,H405
H40.50X4,Glaucoma secondary to other eye disorders; unspecified eye; indeterminate stage,ophthalmological,no,H405
H40.51X0,Glaucoma secondary to other eye disorders; right eye; stage unspecified,ophthalmological,no,H405
H40.51X1,Glaucoma secondary to other eye disorders; right eye; mild stage,ophthalmological,no,H405
H40.51X2,Glaucoma secondary to other eye disorders; right eye; moderate stage,ophthalmological,no,H405
H40.51X3,Glaucoma secondary to other eye disorders; right eye; severe stage,ophthalmological,no,H405
H40.51X4,Glaucoma secondary to other eye disorders; right eye; indeterminate stage,ophthalmological,no,H405
H40.52X0,Glaucoma secondary to other eye disorders; left eye; stage unspecified,ophthalmological,no,H405
H40.52X1,Glaucoma secondary to other eye disorders; left eye; mild stage,ophthalmological,no,H405
H40.52X2,Glaucoma secondary to other eye disorders; left eye; moderate stage,ophthalmological,no,H405
H40.52X3,Glaucoma secondary to other eye disorders; left eye; severe stage,ophthalmological,no,H405
H40.52X4,Glaucoma secondary to other eye disorders; left eye; indeterminate stage,ophthalmological,no,H405
H40.53X0,Glaucoma secondary to other eye disorders; bilateral; stage unspecified,ophthalmological,no,H405
H40.53X1,Glaucoma secondary to other eye disorders; bilateral; mild stage,ophthalmological,no,H405
H40.53X2,Glaucoma secondary to other eye disorders; bilateral; moderate stage,ophthalmological,no,H405
H40.53X3,Glaucoma secondary to other eye disorders; bilateral; severe stage,ophthalmological,no,H405
H40.53X4,Glaucoma secondary to other eye disorders; bilateral; indeterminate stage,ophthalmological,no,H405
H40.60X0,Glaucoma secondary to drugs; unspecified eye; stage unspecified,ophthalmological,no,H406
H40.60X1,Glaucoma secondary to drugs; unspecified eye; mild stage,ophthalmological,no,H406
H40.60X2,Glaucoma secondary to drugs; unspecified eye; moderate stage,ophthalmological,no,H406
H40.60X3,Glaucoma secondary to drugs; unspecified eye; severe stage,ophthalmological,no,H406
H40.60X4,Glaucoma secondary to drugs; unspecified eye; indeterminate stage,ophthalmological,no,H406
H40.61X0,Glaucoma secondary to drugs; right eye; stage unspecified,ophthalmological,no,H406
H40.61X1,Glaucoma secondary to drugs; right eye; mild stage,ophthalmological,no,H406
H40.61X2,Glaucoma secondary to drugs; right eye; moderate stage,ophthalmological,no,H406
H40.61X3,Glaucoma secondary to drugs; right eye; severe stage,ophthalmological,no,H406
H40.61X4,Glaucoma secondary to drugs; right eye; indeterminate stage,ophthalmological,no,H406
H40.62X0,Glaucoma secondary to drugs; left eye; stage unspecified,ophthalmological,no,H406
H40.62X1,Glaucoma secondary to drugs; left eye; mild stage,ophthalmological,no,H406
H40.62X2,Glaucoma secondary to drugs; left eye; moderate stage,ophthalmological,no,H406
H40.62X3,Glaucoma secondary to drugs; left eye; severe stage,ophthalmological,no,H406
H40.62X4,Glaucoma secondary to drugs; left eye; indeterminate stage,ophthalmological,no,H406
H40.63X0,Glaucoma secondary to drugs; bilateral; stage unspecified,ophthalmological,no,H406
H40.63X1,Glaucoma secondary to drugs; bilateral; mild stage,ophthalmological,no,H406
H40.63X2,Glaucoma secondary to drugs; bilateral; moderate stage,ophthalmological,no,H406
H40.63X3,Glaucoma secondary to drugs; bilateral; severe stage,ophthalmological,no,H406
H40.63X4,Glaucoma secondary to drugs; bilateral; indeterminate stage,ophthalmological,no,H406
H40.811,Glaucoma with increased episcleral venous pressure; right eye,ophthalmological,no,H408
H40.812,Glaucoma with increased episcleral venous pressure; left eye,ophthalmological,no,H408
H40.813,Glaucoma with increased episcleral venous pressure; bilateral,ophthalmological,no,H408
H40.819,Glaucoma with increased episcleral venous pressure; unspecified eye,ophthalmological,no,H408
H40.821,Hypersecretion glaucoma; right eye,ophthalmological,no,H408
H40.822,Hypersecretion glaucoma; left eye,ophthalmological,no,H408
H40.823,Hypersecretion glaucoma; bilateral,ophthalmological,no,H408
H40.829,Hypersecretion glaucoma; unspecified eye,ophthalmological,no,H408
