yr,TRACT,wt_category,count
2018,6707,Overweight,2
2018,6708,Class I Obese,2
2018,6708,Class II Obese,1
2018,6708,Normal,2
2018,6708,Overweight,1
2018,6708,Underweight,1
2018,6709,Class I Obese,3
2018,6709,Class III Obese,1
2018,6709,Normal,2
2018,6709,Overweight,4
2018,6711,Class I Obese,4
2018,6711,Normal,2
2018,6711,Overweight,2
2018,6712,Class I Obese,2
2018,6712,Class III Obese,1
2018,6712,Normal,9
2018,6712,Overweight,1
2018,6712,Underweight,1
2018,6713,Overweight,1
2018,6804,Class I Obese,1
2018,6804,Class III Obese,1
2018,6804,Normal,1
2018,6804,Overweight,1
2018,6808,Class I Obese,3
2018,6808,Class II Obese,1
2018,6808,Class III Obese,1
2018,6808,Normal,2
2018,6808,Overweight,3
2018,6809,Class I Obese,1
2018,6809,Class III Obese,1
2018,6809,Normal,3
2018,6809,Overweight,2
2018,6810,Class I Obese,2
2018,6810,Normal,1
2018,6810,Overweight,3
2018,6811,Class I Obese,2
2018,6811,Normal,3
2018,6813,Class I Obese,1
2018,6813,Normal,2
2018,6813,Overweight,2
2018,6814,Class I Obese,3
2018,6814,Class II Obese,1
2018,6814,Normal,4
2018,6814,Overweight,4
2018,6815,Class I Obese,2
2018,6815,Class III Obese,2
2018,6815,Normal,1
2018,6815,Overweight,2
2018,6854,Class I Obese,13
2018,6854,Class II Obese,1
2018,6854,Normal,4
2018,6854,Overweight,7
2018,6854,Underweight,2
2018,6855,Class I Obese,5
2018,6855,Class II Obese,1
2018,6855,Class III Obese,1
2018,6855,Normal,4
2018,6855,Overweight,5
2018,6856,Class I Obese,10
2018,6856,Class II Obese,6
2018,6856,Normal,10
2018,6856,Overweight,10
2018,6858,Class I Obese,3
2018,6858,Normal,1
2018,6858,Overweight,1
2018,6901,Class I Obese,2
2018,6901,Class II Obese,1
2018,6901,Normal,2
2018,6901,Overweight,2
2018,7006,Class I Obese,1
2018,7006,Overweight,4
2018,7013,Class I Obese,1
2018,7088,Class I Obese,1
2018,7088,Class II Obese,1
2018,7088,Normal,4
2018,7088,Overweight,2
2018,7089,Class I Obese,2
2018,7101,Class I Obese,2
2018,7101,Class II Obese,2
2018,7101,Normal,4
2018,7103,Class I Obese,8
2018,7103,Class III Obese,1
2018,7103,Normal,4
2018,7103,Overweight,6
2018,7103,Underweight,2
2018,7104,Class I Obese,8
2018,7104,Class II Obese,5
2018,7104,Class III Obese,3
2018,7104,Normal,4
2018,7104,Overweight,8
2018,7105,Class I Obese,3
2018,7105,Class II Obese,3
2018,7105,Class III Obese,3
2018,7105,Normal,6
2018,7105,Overweight,4
2018,7106,Class I Obese,6
2018,7106,Class III Obese,1
2018,7106,Normal,2
2018,7106,Overweight,4
2018,7107,Class I Obese,1
2018,7107,Class II Obese,1
2018,7107,Class III Obese,1
2018,7107,Normal,3
2018,7107,Overweight,3
2018,7201,Class I Obese,1
2018,7201,Class II Obese,1
2018,7201,Normal,1
2018,7202,Class I Obese,1
2018,7202,Normal,3
2018,7202,Overweight,1
2018,7301,Class I Obese,1
2018,7301,Normal,1
2018,7302,Class I Obese,3
2018,7302,Normal,1
2018,7302,Overweight,1
2018,7400,Class I Obese,2
2018,7400,Overweight,3
2018,7500,Class I Obese,1
2018,7500,Overweight,1
2018,7600,Class I Obese,1
2018,7600,Normal,1
2018,7600,Overweight,1
2018,7702,Class I Obese,3
2018,7702,Class II Obese,1
2018,7702,Normal,3
2018,7702,Overweight,1
2018,7703,Class I Obese,1
2018,7703,Class II Obese,1
2018,7703,Normal,1
2018,7703,Overweight,2
2018,7801,Class I Obese,1
2018,7801,Overweight,1
2018,7900,Class II Obese,1
2018,7900,Normal,2
2018,7900,Overweight,1
2018,8000,Class I Obese,1
2018,8000,Normal,2
2018,8000,Overweight,2
2018,8100,Class I Obese,2
2018,8100,Class II Obese,1
2018,8100,Overweight,3
2018,8200,Class I Obese,4
2018,8200,Overweight,2
2018,8304,Overweight,1
2018,8305,Class I Obese,1
2018,8306,Class I Obese,1
2018,8308,Class I Obese,3
2018,8308,Normal,1
2018,8309,Class I Obese,3
2018,8309,Normal,3
2018,8309,Overweight,2
2018,8312,Class I Obese,1
2018,8312,Class II Obese,1
2018,8312,Normal,1
2018,8353,Class I Obese,14
2018,8353,Class II Obese,3
2018,8353,Normal,12
2018,8353,Overweight,15
2018,8353,Underweight,2
2018,8387,Class I Obese,1
2018,8387,Normal,1
2018,8387,Overweight,1
2018,8390,Overweight,1
2018,8401,Class I Obese,12
2018,8401,Class II Obese,4
2018,8401,Class III Obese,1
2018,8401,Normal,9
2018,8401,Overweight,18
2018,8402,Class I Obese,2
2018,8402,Class II Obese,1
2018,8402,Class III Obese,1
2018,8402,Normal,1
2018,8402,Overweight,1
2018,8505,Class I Obese,1
2018,8505,Normal,2
2018,8505,Overweight,3
2018,8506,Normal,1
2018,8506,Overweight,1
2018,8507,Class I Obese,3
2018,8507,Class II Obese,1
2018,8507,Overweight,3
2018,8508,Normal,1
2018,8523,Class I Obese,19
2018,8523,Class II Obese,2
2018,8523,Class III Obese,6
2018,8523,Normal,17
2018,8523,Overweight,12
2018,8524,Class I Obese,2
2018,8524,Class II Obese,1
2018,8524,Normal,1
2018,8524,Overweight,2
2018,8526,Class I Obese,1
2018,8526,Class II Obese,1
2018,8526,Class III Obese,1
2018,8526,Normal,2
2018,8526,Overweight,7
2018,8529,Class I Obese,1
2018,8529,Class II Obese,1
2018,8529,Normal,3
2018,8533,Class I Obese,1
2018,8533,Normal,3
2018,8534,Overweight,1
2018,8534,Underweight,1
2018,8535,Class I Obese,7
2018,8535,Class III Obese,1
2018,8535,Normal,4
2018,8535,Overweight,5
2018,8536,Class I Obese,1
2018,8536,Normal,1
2018,8536,Overweight,1
2018,8537,Class I Obese,2
2018,8537,Class II Obese,1
2018,8537,Normal,1
2018,8537,Overweight,2
2018,8539,Class I Obese,1
2018,8539,Overweight,1
2018,8540,Class I Obese,1
2018,8540,Class III Obese,1
2018,8540,Normal,2
2018,8540,Overweight,5
2018,8541,Class I Obese,3
2018,8541,Class II Obese,1
2018,8541,Normal,4
2018,8541,Overweight,3
2018,8542,Class I Obese,1
2018,8542,Normal,3
2018,8542,Overweight,2
2018,8543,Class I Obese,1
2018,8543,Class III Obese,1
2018,8543,Overweight,2
2018,8544,Normal,1
2018,8545,Class I Obese,2
2018,8545,Overweight,3
2018,8546,Class I Obese,1
2018,8546,Overweight,1
2018,8547,Class I Obese,1
2018,8548,Class I Obese,3
2018,8549,Class I Obese,1
2018,8549,Normal,1
2018,8550,Class I Obese,2
2018,8550,Class II Obese,1
2018,8550,Class III Obese,1
2018,8550,Normal,3
2018,8551,Class I Obese,3
2018,8551,Normal,2
2018,8551,Overweight,4
2018,8603,Class I Obese,1
2018,8603,Overweight,1
2018,8606,Normal,2
2018,8705,Class I Obese,1
2018,8705,Normal,1
2018,8706,Class II Obese,1
2018,8709,Class I Obese,1
2018,8709,Class II Obese,1
2018,8709,Normal,2
2018,8801,Normal,1
2018,8801,Overweight,1
2018,8802,Class I Obese,3
2018,8802,Class II Obese,1
2018,8802,Class III Obese,1
2018,8802,Normal,2
2018,8802,Overweight,4
2018,8901,Class I Obese,4
2018,8901,Overweight,3
2018,9001,Class I Obese,2
2018,9001,Class II Obese,1
2018,9001,Normal,1
2018,9002,Class I Obese,1
2018,9002,Class II Obese,1
2018,9002,Normal,2
2018,9101,Class I Obese,1
2018,9101,Class II Obese,1
2018,9101,Normal,1
2018,9101,Overweight,1
2018,9103,Class I Obese,5
2018,9103,Class II Obese,1
2018,9103,Normal,3
2018,9103,Overweight,2
2018,9104,Normal,1
2018,9202,Class I Obese,2
2018,9202,Class II Obese,1
2018,9202,Overweight,1
2018,9203,Class I Obese,1
2018,9203,Normal,2
2018,9203,Overweight,2
2018,9204,Class I Obese,1
2018,9204,Class II Obese,1
2018,9204,Normal,4
2018,9206,Class I Obese,1
2018,9207,Class I Obese,2
2018,9207,Normal,1
2018,9304,Class I Obese,1
2018,9304,Class II Obese,1
2018,9304,Class III Obese,1
2018,9304,Normal,1
2018,9304,Overweight,1
2018,9307,Normal,1
2018,9308,Class I Obese,1
2018,9308,Underweight,1
2018,9309,Class II Obese,1
2018,9310,Class I Obese,2
2018,9310,Normal,2
2018,9316,Class I Obese,2
2018,9316,Class II Obese,1
2018,9316,Normal,1
2018,9316,Overweight,1
2018,9318,Class I Obese,1
2018,9319,Class II Obese,1
2018,9320,Class I Obese,2
2018,9321,Overweight,1
2018,9322,Overweight,1
2018,9323,Class I Obese,1
2018,9323,Overweight,2
2018,9325,Class III Obese,1
2018,9325,Overweight,3
2018,9327,Class I Obese,1
2018,9327,Class II Obese,1
2018,9327,Overweight,2
2018,9401,Class I Obese,3
2018,9401,Normal,2
2018,9406,Class I Obese,1
2018,9406,Overweight,1
2018,9407,Class I Obese,1
2018,9407,Normal,1
2018,9407,Overweight,1
2018,9408,Class I Obese,2
2018,9408,Normal,2
2018,9408,Overweight,2
2018,9409,Class I Obese,1
2018,9409,Normal,1
2018,9409,Overweight,1
2018,9410,Class I Obese,2
2018,9410,Overweight,3
2018,9411,Class I Obese,1
2018,9411,Class II Obese,1
2018,9501,Normal,1
2018,9502,Class I Obese,1
2018,9502,Class II Obese,2
2018,9502,Normal,3
2018,9553,Class I Obese,3
2018,9553,Class II Obese,1
2018,9553,Normal,2
2018,9553,Overweight,1
2018,9603,Class I Obese,2
2018,9604,Class II Obese,1
2018,9604,Overweight,1
2018,9606,Class I Obese,1
2018,9607,Class I Obese,2
2018,9607,Class II Obese,1
2018,9607,Class III Obese,2
2018,9607,Normal,1
2018,9607,Overweight,2
2018,9608,Class II Obese,2
2018,9751,Class I Obese,1
2018,9751,Class II Obese,1
2018,9751,Normal,1
2018,9752,Class I Obese,2
2018,9752,Overweight,3
2018,9806,Class I Obese,1
2018,9806,Class II Obese,1
2018,9806,Class III Obese,1
2018,9806,Normal,2
2018,9806,Overweight,1
2018,9808,Class I Obese,17
2018,9808,Class II Obese,6
2018,9808,Class III Obese,4
2018,9808,Normal,24
2018,9808,Overweight,14
2018,9808,Underweight,1
2018,9815,Class I Obese,3
2018,9815,Class II Obese,1
2018,9815,Class III Obese,1
2018,9815,Normal,1
2018,9815,Overweight,1
2018,9823,Class I Obese,1
2018,9824,Class II Obese,1
2018,9827,Class I Obese,1
2018,9827,Class II Obese,2
2018,9827,Normal,3
2018,9827,Overweight,2
2018,9828,Class I Obese,4
2018,9828,Class II Obese,2
2018,9828,Normal,1
2018,9828,Overweight,1
2018,9829,Class II Obese,1
2018,9829,Normal,1
2018,9829,Overweight,4
2018,9831,Overweight,1
2018,9832,Class I Obese,1
2018,9832,Normal,1
2018,9832,Underweight,1
2018,9833,Class I Obese,1
2018,9833,Normal,1
2018,9833,Overweight,2
2018,9834,Class I Obese,1
2018,9834,Normal,1
2018,9834,Overweight,1
2018,9835,Class I Obese,2
2018,9835,Normal,1
2018,9835,Overweight,1
2018,9836,Class I Obese,3
2018,9836,Overweight,1
2018,9837,Class I Obese,4
2018,9837,Class III Obese,1
2018,9837,Normal,1
2018,9837,Overweight,3
2018,9838,Class II Obese,1
2018,9838,Normal,1
2018,9838,Overweight,2
2018,9839,Normal,1
2018,9840,Class I Obese,2
2018,9840,Normal,1
2018,9840,Overweight,1
2018,9843,Class I Obese,1
2018,9845,Class I Obese,4
2018,9845,Class II Obese,1
2018,9845,Normal,7
2018,9845,Overweight,6
2018,9849,Class I Obese,2
2018,9849,Class II Obese,2
2018,9849,Normal,1
2018,9850,Class I Obese,2
2018,9850,Class III Obese,1
2018,9850,Normal,3
2018,9851,Class I Obese,1
2018,9851,Class III Obese,1
2018,9852,Class I Obese,1
2018,9852,Normal,2
2018,9852,Overweight,3
2018,9900,Class I Obese,2
2018,9900,Normal,2
2018,9900,Overweight,1
2018,10000,Class I Obese,2
2018,10000,Normal,1
2018,10100,Class I Obese,2
2018,10100,Class II Obese,1
2018,10100,Normal,1
2018,10205,Class I Obese,1
2018,10205,Normal,1
2018,10205,Overweight,1
2018,10206,Class II Obese,1
2018,10208,Class I Obese,3
2018,10208,Normal,1
2018,10208,Overweight,1
2018,10209,Overweight,2
2018,10210,Class I Obese,2
2018,10210,Overweight,1
2018,10211,Class I Obese,1
2018,10211,Overweight,1
2018,10212,Class I Obese,2
2018,10212,Class III Obese,1
2018,10212,Overweight,1
2018,10213,Class II Obese,1
2018,10213,Normal,4
2018,10213,Overweight,1
2018,10303,Class I Obese,2
2018,10303,Class II Obese,1
2018,10303,Normal,1
2018,10303,Overweight,2
2018,10304,Normal,2
2018,10305,Normal,1
2018,10306,Normal,1
2018,10306,Overweight,2
2018,10308,Class I Obese,1
2018,10308,Class II Obese,1
2018,10308,Class III Obese,1
2018,10402,Class I Obese,1
2018,10402,Normal,1
2018,10402,Overweight,2
2018,10403,Class II Obese,1
2018,10403,Normal,1
2018,10403,Overweight,2
2018,10403,Underweight,1
2018,10405,Class III Obese,1
2018,10406,Class I Obese,1
2018,10406,Class III Obese,1
2018,10406,Normal,2
2018,10406,Overweight,2
2018,10502,Class I Obese,1
2018,10502,Class II Obese,1
2018,10502,Normal,5
2018,10502,Overweight,2
2018,10503,Class II Obese,1
2018,10503,Overweight,1
2018,10504,Class I Obese,1
2018,10504,Class III Obese,2
2018,10504,Normal,1
2018,10603,Normal,2
2018,10603,Overweight,1
2018,10603,Underweight,1
2018,10604,Class I Obese,1
2018,10604,Class II Obese,1
2018,10604,Class III Obese,1
2018,10604,Overweight,1
2018,10701,Normal,1
2018,10701,Overweight,1
2018,10702,Class I Obese,1
2018,10702,Normal,1
2018,10702,Overweight,1
2018,10801,Class I Obese,2
2018,10901,Class I Obese,3
2018,10901,Normal,5
2018,10902,Class I Obese,1
2018,10902,Class II Obese,2
2018,11000,Class I Obese,3
2018,11000,Class II Obese,1
2018,11000,Class III Obese,1
2018,11000,Normal,1
2018,11000,Overweight,2
2018,11100,Class I Obese,3
2018,11100,Class II Obese,1
2018,11100,Class III Obese,1
2018,11100,Overweight,1
2018,11100,Underweight,1
2018,11202,Class I Obese,1
2018,11202,Normal,2
2018,11202,Overweight,1
2018,11300,Class II Obese,1
2018,11300,Normal,1
2018,11402,Class I Obese,1
2018,11402,Class III Obese,1
2018,11402,Normal,1
2018,11402,Overweight,1
2018,11550,Class I Obese,4
2018,11550,Class II Obese,1
2018,11550,Normal,2
2018,11550,Overweight,2
2018,11601,Overweight,1
2018,11602,Class I Obese,2
2018,11602,Overweight,1
2018,11701,Class I Obese,1
2018,11701,Normal,4
2018,11701,Overweight,2
2018,11702,Class I Obese,2
2018,11702,Class II Obese,1
2018,11709,Class I Obese,2
2018,11709,Normal,1
2018,11710,Class III Obese,1
2018,11710,Normal,2
2018,11711,Class I Obese,1
2018,11711,Normal,1
2018,11712,Class I Obese,1
2018,11712,Overweight,1
2018,11720,Class I Obese,2
2018,11720,Class II Obese,2
2018,11720,Normal,2
2018,11720,Overweight,6
2018,11721,Class I Obese,1
2018,11721,Class II Obese,2
2018,11723,Class I Obese,1
2018,11723,Normal,1
2018,11723,Overweight,1
2018,11724,Class I Obese,1
2018,11724,Normal,2
2018,11725,Normal,1
2018,11726,Class I Obese,5
2018,11726,Class II Obese,1
2018,11726,Class III Obese,1
2018,11726,Normal,5
2018,11726,Overweight,3
2018,11727,Class I Obese,2
2018,11727,Normal,1
2018,11728,Class II Obese,1
2018,11729,Class I Obese,4
2018,11729,Normal,2
2018,11729,Overweight,2
2018,11730,Class I Obese,1
2018,11730,Class II Obese,1
2018,11731,Class I Obese,3
2018,11731,Class II Obese,2
2018,11731,Normal,5
2018,11731,Overweight,1
2018,11733,Normal,1
2018,11803,Class I Obese,1
2018,11803,Class II Obese,1
2018,11803,Class III Obese,2
2018,11803,Normal,2
2018,11804,Class I Obese,1
2018,11804,Normal,2
2018,11804,Overweight,1
2018,11805,Class II Obese,1
2018,11805,Underweight,1
2018,11806,Class I Obese,2
2018,11806,Class II Obese,3
2018,11806,Class III Obese,1
2018,11806,Normal,1
2018,11806,Overweight,1
2018,11902,Overweight,1
2018,11903,Class I Obese,2
2018,11903,Normal,1
2018,11904,Class I Obese,1
2018,11904,Class II Obese,1
2018,11904,Overweight,1
2018,11904,Underweight,1
2018,11951,Class I Obese,1
2018,11951,Class II Obese,1
2018,11951,Normal,3
2018,11951,Overweight,1
2018,11951,Underweight,1
2018,12001,Class I Obese,2
2018,12001,Normal,1
2018,12010,Normal,2
2018,12010,Overweight,1
2018,12014,Class I Obese,2
2018,12014,Normal,1
2018,12014,Overweight,1
2018,12022,Class I Obese,1
2018,12022,Normal,1
2018,12023,Normal,2
2018,12024,Class I Obese,3
2018,12024,Normal,2
2018,12024,Overweight,1
2018,12027,Class I Obese,8
2018,12027,Class II Obese,3
2018,12027,Normal,3
2018,12027,Overweight,4
2018,12032,Overweight,1
2018,12033,Class I Obese,3
2018,12033,Class II Obese,1
2018,12033,Class III Obese,1
2018,12033,Normal,2
2018,12033,Overweight,1
2018,12034,Class I Obese,3
2018,12034,Class II Obese,1
2018,12034,Normal,1
2018,12034,Overweight,6
2018,12035,Class I Obese,5
2018,12035,Class II Obese,2
2018,12035,Class III Obese,1
2018,12035,Normal,5
2018,12035,Overweight,7
2018,12035,Underweight,1
2018,12036,Class I Obese,9
2018,12036,Class II Obese,1
2018,12036,Class III Obese,1
2018,12036,Normal,7
2018,12036,Overweight,5
2018,12038,Normal,1
2018,12039,Class I Obese,1
2018,12039,Class II Obese,1
2018,12041,Class I Obese,2
2018,12041,Class II Obese,1
2018,12041,Overweight,2
2018,12042,Class II Obese,1
2018,12042,Normal,1
2018,12042,Overweight,1
2018,12045,Class I Obese,2
2018,12045,Normal,1
2018,12045,Overweight,1
2018,12046,Overweight,2
2018,12047,Class I Obese,1
2018,12047,Overweight,2
2018,12048,Class I Obese,1
2018,12048,Normal,1
2018,12048,Overweight,1
2018,12049,Class I Obese,1
2018,12049,Normal,3
2018,12050,Class I Obese,1
2018,12050,Class II Obese,1
2018,12050,Normal,3
2018,12050,Overweight,1
2018,12050,Underweight,1
2018,12051,Class II Obese,1
2018,12052,Class I Obese,1
2018,12052,Overweight,1
2018,12054,Class II Obese,2
2018,12054,Normal,2
2018,12054,Overweight,1
2018,12057,Class I Obese,1
2018,12057,Class III Obese,1
2018,12059,Normal,1
2018,12060,Overweight,1
2018,12101,Class I Obese,1
2018,12101,Normal,1
2018,12102,Normal,1
2018,12103,Class II Obese,1
2018,12201,Class I Obese,1
2018,12201,Class II Obese,1
2018,12201,Overweight,3
2018,12202,Class III Obese,1
2018,12202,Normal,1
2018,12202,Overweight,1
2018,12203,Class I Obese,4
2018,12203,Class II Obese,1
2018,12203,Normal,2
2018,12203,Overweight,2
2018,12204,Class I Obese,1
2018,12204,Normal,1
2018,12300,Normal,2
2018,12401,Overweight,1
2018,12501,Normal,1
2018,12505,Class I Obese,1
2018,12505,Normal,4
2018,12505,Overweight,1
2018,12508,Class II Obese,1
2018,12509,Class I Obese,1
2018,12509,Normal,3
2018,12510,Class I Obese,8
2018,12510,Class II Obese,5
2018,12510,Normal,6
2018,12510,Overweight,8
2018,12510,Underweight,1
2018,12603,Class I Obese,1
2018,12603,Normal,1
2018,12603,Overweight,1
2018,12607,Overweight,1
2018,12608,Class I Obese,1
2018,12608,Normal,1
2018,12608,Overweight,2
2018,12701,Class I Obese,5
2018,12701,Class II Obese,2
2018,12701,Class III Obese,1
2018,12701,Normal,1
2018,12701,Overweight,4
2018,12705,Class I Obese,1
2018,12705,Normal,1
2018,12705,Overweight,1
2018,12707,Class I Obese,7
2018,12707,Class II Obese,2
2018,12707,Class III Obese,2
2018,12707,Normal,2
2018,12707,Overweight,6
2018,12708,Class II Obese,1
2018,12708,Normal,1
2018,12708,Overweight,1
2018,12710,Class I Obese,1
2018,12710,Class II Obese,1
2018,12710,Normal,6
2018,12710,Overweight,4
2018,12800,Class I Obese,3
2018,12800,Normal,3
2018,12800,Overweight,2
2018,12903,Class I Obese,1
2018,12903,Overweight,1
2018,12904,Class I Obese,2
2018,12904,Normal,1
2018,12905,Class I Obese,1
2018,12905,Overweight,1
2018,12907,Class I Obese,2
2018,13003,Class I Obese,3
2018,13003,Normal,1
2018,13003,Overweight,2
2018,13005,Class I Obese,1
2018,13006,Normal,1
2018,13201,Class I Obese,5
2018,13201,Normal,4
2018,13202,Class I Obese,14
2018,13202,Class II Obese,2
2018,13202,Normal,8
2018,13202,Overweight,9
2018,13205,Normal,1
2018,13205,Overweight,1
2018,13207,Class I Obese,1
2018,13207,Overweight,1
2018,13208,Class II Obese,1
2018,13210,Class I Obese,1
2018,13210,Overweight,1
2018,13211,Class I Obese,2
2018,13211,Class II Obese,1
2018,13211,Normal,5
2018,13211,Overweight,3
2018,13212,Class I Obese,1
2018,13212,Class II Obese,1
2018,13212,Normal,1
2018,13212,Overweight,1
2018,13213,Class I Obese,2
2018,13213,Class II Obese,1
2018,13213,Normal,3
2018,13306,Overweight,1
2018,13307,Normal,1
2018,13401,Class I Obese,1
2018,13401,Normal,1
2018,13402,Normal,2
2018,13402,Overweight,2
2018,13503,Normal,2
2018,13505,Class I Obese,1
2018,13507,Class I Obese,1
2018,13507,Overweight,1
2018,13508,Class I Obese,1
2018,13508,Normal,3
2018,13601,Class I Obese,4
2018,13601,Class II Obese,1
2018,13601,Class III Obese,2
2018,13601,Normal,6
2018,13601,Overweight,5
2018,13602,Overweight,2
2018,13701,Class I Obese,11
2018,13701,Class II Obese,3
2018,13701,Class III Obese,3
2018,13701,Normal,4
2018,13701,Overweight,5
2018,13701,Underweight,1
2018,13702,Class I Obese,5
2018,13702,Class II Obese,2
2018,13702,Normal,4
2018,13702,Overweight,4
2018,13901,Class I Obese,13
2018,13901,Class II Obese,4
2018,13901,Class III Obese,1
2018,13901,Normal,3
2018,13901,Overweight,10
2018,13905,Normal,2
2018,13907,Class II Obese,1
2018,13907,Class III Obese,1
2018,13907,Overweight,3
2018,13908,Class I Obese,6
2018,13908,Class II Obese,1
2018,13908,Normal,1
2018,13908,Overweight,1
2018,13910,Class III Obese,1
2018,13910,Normal,1
2018,13911,Class I Obese,7
2018,13911,Class II Obese,2
2018,13911,Class III Obese,1
2018,13911,Normal,2
2018,13911,Overweight,3
2018,14001,Class I Obese,7
2018,14001,Class II Obese,3
2018,14001,Normal,2
2018,14001,Underweight,1
2018,14006,Class I Obese,1
2018,14006,Class III Obese,1
2018,14006,Overweight,1
2018,14007,Class I Obese,1
2018,14007,Class III Obese,1
2018,14007,Normal,5
2018,14007,Overweight,2
2018,14008,Class I Obese,3
2018,14008,Overweight,1
2018,14009,Normal,1
2018,14009,Overweight,1
2018,14010,Overweight,1
2018,14011,Class I Obese,2
2018,14011,Class II Obese,3
2018,14011,Class III Obese,1
2018,14011,Normal,6
2018,14011,Overweight,9
2018,14012,Class I Obese,14
2018,14012,Class II Obese,5
2018,14012,Normal,9
2018,14012,Overweight,13
2018,14013,Class I Obese,6
2018,14013,Class II Obese,3
2018,14013,Class III Obese,2
2018,14013,Normal,5
2018,14013,Overweight,5
2018,14013,Underweight,1
2018,14107,Class I Obese,1
2018,14107,Normal,1
2018,14107,Overweight,1
2018,14108,Overweight,3
2018,14109,Class III Obese,1
2018,14109,Overweight,1
2018,14110,Class I Obese,3
2018,14110,Normal,2
2018,14110,Overweight,2
2018,14110,Underweight,1
2018,14113,Normal,2
2018,14114,Class I Obese,2
2018,14114,Class II Obese,1
2018,14114,Class III Obese,1
2018,14114,Normal,3
2018,14114,Overweight,1
2018,14115,Class I Obese,1
2018,14115,Overweight,2
2018,14116,Normal,1
2018,14122,Class I Obese,4
2018,14122,Overweight,2
2018,14123,Overweight,1
2018,14125,Class I Obese,1
2018,14125,Class III Obese,1
2018,14125,Normal,3
2018,14125,Overweight,3
2018,14126,Class I Obese,1
2018,14126,Normal,1
2018,14127,Class I Obese,1
2018,14127,Class III Obese,1
2018,14128,Class I Obese,1
2018,14129,Class I Obese,1
2018,14129,Normal,2
2018,14130,Class I Obese,1
2018,14130,Normal,1
2018,14130,Overweight,2
2018,14131,Class I Obese,5
2018,14131,Class II Obese,1
2018,14131,Normal,5
2018,14131,Overweight,2
2018,14132,Class I Obese,3
2018,14132,Class II Obese,1
2018,14133,Class I Obese,3
2018,14135,Class I Obese,3
2018,14135,Underweight,1
2018,14136,Overweight,1
2018,14139,Class I Obese,4
2018,14139,Class III Obese,1
2018,14139,Normal,1
2018,14140,Class I Obese,2
2018,14202,Overweight,2
2018,14204,Class I Obese,3
2018,14204,Normal,2
2018,14204,Overweight,1
2018,14403,Class I Obese,4
2018,14403,Class II Obese,5
2018,14403,Normal,3
2018,14403,Overweight,4
2018,14404,Class I Obese,1
2018,14404,Class II Obese,1
2018,14405,Class I Obese,4
2018,14405,Normal,1
2018,14405,Overweight,2
2018,14406,Class I Obese,5
2018,14406,Class II Obese,2
2018,14406,Class III Obese,1
2018,14406,Normal,2
2018,14406,Overweight,4
2018,14503,Class I Obese,2
2018,14503,Class III Obese,1
2018,14503,Normal,2
2018,14505,Class I Obese,3
2018,14505,Normal,1
2018,14506,Class I Obese,6
2018,14506,Class II Obese,1
2018,14506,Class III Obese,1
2018,14506,Normal,3
2018,14506,Overweight,2
2018,14506,Underweight,2
2018,14602,Class I Obese,4
2018,14602,Class II Obese,3
2018,14602,Class III Obese,1
2018,14602,Normal,4
2018,14602,Overweight,3
2018,14603,Normal,1
2018,14604,Class I Obese,2
2018,14604,Class II Obese,1
2018,14604,Normal,1
2018,14604,Overweight,4
2018,15000,Class I Obese,7
2018,15000,Class II Obese,1
2018,15000,Normal,5
2018,15000,Overweight,2
2018,15100,Class I Obese,1
2018,15100,Class III Obese,1
2018,15100,Normal,1
2018,15100,Overweight,1
2018,15300,Overweight,1
2018,15400,Normal,1
2018,15500,Normal,1
2018,15600,Class I Obese,1
2018,15600,Class II Obese,1
2018,15600,Normal,1
2018,15600,Overweight,1
2018,15700,Class I Obese,2
2018,15700,Normal,1
2018,15700,Overweight,2
2018,15800,Class I Obese,1
2018,15900,Class I Obese,5
2018,15900,Normal,2
2018,15900,Overweight,1
2018,30000,Class I Obese,2
2018,30200,Class II Obese,1
2018,30200,Normal,1
2018,30200,Overweight,2
2018,30400,Class II Obese,1
2018,30400,Normal,1
2018,30500,Class I Obese,1
2018,30500,Class II Obese,1
2018,30600,Class I Obese,1
2018,30600,Class III Obese,1
2018,30600,Normal,2
2018,30700,Overweight,2
2018,30800,Class III Obese,1
2018,30800,Normal,1
2018,30900,Class I Obese,3
2018,30900,Normal,2
2018,30900,Overweight,1
2018,31000,Normal,1
2018,31000,Overweight,1
2018,31100,Class I Obese,6
2018,31100,Class II Obese,1
2018,31100,Normal,5
2018,31100,Overweight,5
2018,31200,Class I Obese,2
2018,31200,Class II Obese,2
2018,31200,Overweight,1
2018,31300,Class I Obese,3
2018,31300,Class II Obese,1
2018,31300,Class III Obese,2
2018,31300,Overweight,3
2018,31300,Underweight,1
2018,31400,Class II Obese,1
2018,31400,Normal,1
2018,31400,Overweight,4
2018,60000,Class I Obese,4
2018,60000,Class II Obese,1
2018,60000,Normal,1
2018,60000,Overweight,4
2018,60100,Class I Obese,2
2018,60100,Class II Obese,1
2018,60100,Normal,3
2018,60100,Overweight,1
2018,60200,Class I Obese,5
2018,60300,Class I Obese,1
2018,60300,Normal,1
2018,60400,Normal,1
2018,60400,Overweight,1
2018,60500,Class I Obese,13
2018,60500,Class III Obese,2
2018,60500,Normal,9
2018,60500,Overweight,10
2018,60600,Class I Obese,5
2018,60600,Class II Obese,1
2018,60600,Class III Obese,2
2018,60600,Normal,8
2018,60600,Overweight,6
2018,60700,Overweight,4
2018,60800,Class I Obese,6
2018,60800,Class III Obese,2
2018,60800,Normal,3
